Method	MaxD	QC	Ref	Mat	LEN_Cutoff	N_SNP_Cutoff	TP	FP	FN	Sensitivity	PPV	FNR	FDR	F1	FMI	JI
LRRsd	10000	Raw	GSA	OEE	260000	15	155	176	140	0.525	0.468	0.475	0.532	0.495	0.496	0.329
LRRsd	10000	QCd	GSA	OEE	260000	15	129	21	120	0.518	0.86	0.482	0.14	0.647	0.667	0.478
LRRsd	10000	Raw	GSA	OEE	260000	20	152	165	123	0.553	0.479	0.447	0.521	0.514	0.515	0.345
LRRsd	10000	QCd	GSA	OEE	260000	20	129	21	104	0.554	0.86	0.446	0.14	0.674	0.69	0.508
LRRsd	10000	Raw	GSA	OEE	260000	25	149	159	112	0.571	0.484	0.429	0.516	0.524	0.526	0.355
LRRsd	10000	QCd	GSA	OEE	260000	25	127	18	94	0.575	0.876	0.425	0.124	0.694	0.709	0.531
LRRsd	10000	Raw	GSA	OEE	260000	30	147	150	100	0.595	0.495	0.405	0.505	0.54	0.543	0.37
LRRsd	10000	QCd	GSA	OEE	260000	30	126	17	84	0.6	0.881	0.4	0.119	0.714	0.727	0.555
LRRsd	10000	Raw	GSA	OEE	260000	35	143	150	97	0.596	0.488	0.404	0.512	0.537	0.539	0.367
LRRsd	10000	QCd	GSA	OEE	260000	35	122	17	81	0.601	0.878	0.399	0.122	0.713	0.726	0.555
LRRsd	10000	Raw	GSA	OEE	260000	40	142	145	88	0.617	0.495	0.383	0.505	0.549	0.553	0.379
LRRsd	10000	QCd	GSA	OEE	260000	40	121	13	73	0.624	0.903	0.376	0.097	0.738	0.75	0.585
LRRsd	10000	Raw	GSA	OEE	260000	45	136	141	79	0.633	0.491	0.367	0.509	0.553	0.557	0.382
LRRsd	10000	QCd	GSA	OEE	260000	45	115	12	64	0.642	0.906	0.358	0.094	0.752	0.763	0.602
LRRsd	10000	Raw	GSA	OEE	260000	50	126	134	73	0.633	0.485	0.367	0.515	0.549	0.554	0.378
LRRsd	10000	QCd	GSA	OEE	260000	50	105	12	58	0.644	0.897	0.356	0.103	0.75	0.76	0.6
LRRsd	10000	Raw	GSA	OEE	280000	10	137	162	141	0.493	0.458	0.507	0.542	0.475	0.475	0.311
LRRsd	10000	QCd	GSA	OEE	280000	10	114	21	108	0.514	0.844	0.486	0.156	0.639	0.659	0.469
LRRsd	10000	Raw	GSA	OEE	280000	15	137	156	121	0.531	0.468	0.469	0.532	0.497	0.498	0.331
LRRsd	10000	QCd	GSA	OEE	280000	15	114	20	103	0.525	0.851	0.475	0.149	0.65	0.669	0.481
LRRsd	10000	Raw	GSA	OEE	280000	20	134	148	108	0.554	0.475	0.446	0.525	0.511	0.513	0.344
LRRsd	10000	QCd	GSA	OEE	280000	20	114	20	90	0.559	0.851	0.441	0.149	0.675	0.69	0.509
LRRsd	10000	Raw	GSA	OEE	280000	25	131	144	98	0.572	0.476	0.428	0.524	0.52	0.522	0.351
LRRsd	10000	QCd	GSA	OEE	280000	25	112	17	81	0.58	0.868	0.42	0.132	0.696	0.71	0.533
LRRsd	10000	Raw	GSA	OEE	280000	30	129	135	86	0.6	0.489	0.4	0.511	0.539	0.541	0.369
LRRsd	10000	QCd	GSA	OEE	280000	30	111	16	71	0.61	0.874	0.39	0.126	0.718	0.73	0.561
LRRsd	10000	Raw	GSA	OEE	280000	35	127	135	83	0.605	0.485	0.395	0.515	0.538	0.541	0.368
LRRsd	10000	QCd	GSA	OEE	280000	35	109	16	68	0.616	0.872	0.384	0.128	0.722	0.733	0.565
LRRsd	10000	Raw	GSA	OEE	280000	40	126	131	75	0.627	0.49	0.373	0.51	0.55	0.554	0.38
LRRsd	10000	QCd	GSA	OEE	280000	40	108	12	61	0.639	0.9	0.361	0.1	0.747	0.758	0.597
LRRsd	10000	Raw	GSA	OEE	280000	45	121	127	67	0.644	0.488	0.356	0.512	0.555	0.56	0.384
LRRsd	10000	QCd	GSA	OEE	280000	45	103	10	53	0.66	0.912	0.34	0.088	0.766	0.776	0.62
LRRsd	10000	Raw	GSA	OEE	280000	50	112	123	62	0.644	0.477	0.356	0.523	0.548	0.554	0.377
LRRsd	10000	QCd	GSA	OEE	280000	50	94	10	48	0.662	0.904	0.338	0.096	0.764	0.774	0.618
LRRsd	10000	Raw	GSA	OEE	300000	10	130	149	115	0.531	0.466	0.469	0.534	0.496	0.497	0.33
LRRsd	10000	QCd	GSA	OEE	300000	10	108	19	97	0.527	0.85	0.473	0.15	0.651	0.669	0.482
LRRsd	10000	Raw	GSA	OEE	300000	15	130	144	110	0.542	0.474	0.458	0.526	0.506	0.507	0.339
LRRsd	10000	QCd	GSA	OEE	300000	15	108	18	92	0.54	0.857	0.46	0.143	0.663	0.68	0.495
LRRsd	10000	Raw	GSA	OEE	300000	20	127	138	101	0.557	0.479	0.443	0.521	0.515	0.517	0.347
LRRsd	10000	QCd	GSA	OEE	300000	20	108	18	82	0.568	0.857	0.432	0.143	0.684	0.698	0.519
LRRsd	10000	Raw	GSA	OEE	300000	25	124	134	92	0.574	0.481	0.426	0.519	0.523	0.525	0.354
LRRsd	10000	QCd	GSA	OEE	300000	25	106	15	74	0.589	0.876	0.411	0.124	0.704	0.718	0.544
LRRsd	10000	Raw	GSA	OEE	300000	30	122	125	81	0.601	0.494	0.399	0.506	0.542	0.545	0.372
LRRsd	10000	QCd	GSA	OEE	300000	30	105	14	65	0.618	0.882	0.382	0.118	0.727	0.738	0.571
LRRsd	10000	Raw	GSA	OEE	300000	35	120	125	79	0.603	0.49	0.397	0.51	0.541	0.543	0.37
LRRsd	10000	QCd	GSA	OEE	300000	35	103	14	63	0.62	0.88	0.38	0.12	0.728	0.739	0.572
LRRsd	10000	Raw	GSA	OEE	300000	40	119	122	72	0.623	0.494	0.377	0.506	0.551	0.555	0.38
LRRsd	10000	QCd	GSA	OEE	300000	40	102	11	58	0.637	0.903	0.362	0.097	0.747	0.759	0.596
LRRsd	10000	Raw	GSA	OEE	300000	45	114	119	65	0.637	0.489	0.363	0.511	0.553	0.558	0.383
LRRsd	10000	QCd	GSA	OEE	300000	45	97	10	51	0.655	0.907	0.345	0.093	0.761	0.771	0.614
LRRsd	10000	Raw	GSA	OEE	300000	50	105	116	60	0.636	0.475	0.364	0.525	0.544	0.55	0.374
LRRsd	10000	QCd	GSA	OEE	300000	50	88	10	46	0.657	0.898	0.343	0.102	0.759	0.768	0.611
LRRsd	10000	Raw	GSA	OEE	320000	10	118	134	104	0.532	0.468	0.468	0.532	0.498	0.499	0.331
LRRsd	10000	QCd	GSA	OEE	320000	10	98	18	86	0.533	0.845	0.467	0.155	0.653	0.671	0.485
LRRsd	10000	Raw	GSA	OEE	320000	15	118	132	101	0.539	0.472	0.461	0.528	0.503	0.504	0.336
LRRsd	10000	QCd	GSA	OEE	320000	15	98	17	83	0.541	0.852	0.459	0.148	0.662	0.679	0.495
LRRsd	10000	Raw	GSA	OEE	320000	20	116	127	94	0.552	0.477	0.448	0.523	0.512	0.514	0.344
LRRsd	10000	QCd	GSA	OEE	320000	20	98	17	76	0.563	0.852	0.437	0.148	0.678	0.693	0.513
LRRsd	10000	Raw	GSA	OEE	320000	25	113	122	85	0.571	0.481	0.429	0.519	0.522	0.524	0.353
LRRsd	10000	QCd	GSA	OEE	320000	25	96	13	68	0.585	0.881	0.415	0.119	0.703	0.718	0.542
LRRsd	10000	Raw	GSA	OEE	320000	30	111	114	76	0.594	0.493	0.406	0.507	0.539	0.541	0.369
LRRsd	10000	QCd	GSA	OEE	320000	30	95	12	60	0.613	0.888	0.387	0.112	0.725	0.738	0.569
LRRsd	10000	Raw	GSA	OEE	320000	35	110	114	74	0.598	0.491	0.402	0.509	0.539	0.542	0.369
LRRsd	10000	QCd	GSA	OEE	320000	35	94	12	58	0.618	0.887	0.382	0.113	0.729	0.741	0.573
LRRsd	10000	Raw	GSA	OEE	320000	40	109	111	67	0.619	0.495	0.381	0.505	0.551	0.554	0.38
LRRsd	10000	QCd	GSA	OEE	320000	40	93	9	53	0.637	0.912	0.363	0.088	0.75	0.762	0.6
LRRsd	10000	Raw	GSA	OEE	320000	45	106	109	61	0.635	0.493	0.365	0.507	0.555	0.559	0.384
LRRsd	10000	QCd	GSA	OEE	320000	45	90	9	47	0.657	0.909	0.343	0.091	0.763	0.773	0.616
LRRsd	10000	Raw	GSA	OEE	320000	50	97	106	57	0.63	0.478	0.37	0.522	0.543	0.549	0.373
LRRsd	10000	QCd	GSA	OEE	320000	50	81	9	43	0.653	0.9	0.347	0.1	0.757	0.767	0.609
LRRsd	10000	Raw	GSA	OEE	340000	10	108	122	92	0.54	0.47	0.46	0.53	0.502	0.504	0.335
LRRsd	10000	QCd	GSA	OEE	340000	10	89	18	76	0.539	0.832	0.461	0.168	0.654	0.67	0.486
LRRsd	10000	Raw	GSA	OEE	340000	15	108	119	89	0.548	0.476	0.452	0.524	0.509	0.511	0.342
LRRsd	10000	QCd	GSA	OEE	340000	15	89	16	73	0.549	0.848	0.451	0.152	0.667	0.682	0.5
LRRsd	10000	Raw	GSA	OEE	340000	20	106	116	85	0.555	0.477	0.445	0.523	0.513	0.515	0.345
LRRsd	10000	QCd	GSA	OEE	340000	20	89	15	68	0.567	0.856	0.433	0.144	0.682	0.697	0.517
LRRsd	10000	Raw	GSA	OEE	340000	25	103	111	78	0.569	0.481	0.431	0.519	0.522	0.523	0.353
LRRsd	10000	QCd	GSA	OEE	340000	25	87	11	61	0.588	0.888	0.412	0.112	0.707	0.722	0.547
LRRsd	10000	Raw	GSA	OEE	340000	30	101	103	69	0.594	0.495	0.406	0.505	0.54	0.542	0.37
LRRsd	10000	QCd	GSA	OEE	340000	30	86	10	53	0.619	0.896	0.381	0.104	0.732	0.744	0.577
LRRsd	10000	Raw	GSA	OEE	340000	35	100	103	67	0.599	0.493	0.401	0.507	0.541	0.543	0.37
LRRsd	10000	QCd	GSA	OEE	340000	35	85	10	51	0.625	0.895	0.375	0.105	0.736	0.748	0.582
LRRsd	10000	Raw	GSA	OEE	340000	40	99	100	60	0.623	0.497	0.377	0.503	0.553	0.557	0.382
LRRsd	10000	QCd	GSA	OEE	340000	40	84	7	46	0.646	0.923	0.354	0.077	0.76	0.772	0.613
LRRsd	10000	Raw	GSA	OEE	340000	45	96	99	56	0.632	0.492	0.368	0.508	0.553	0.558	0.382
LRRsd	10000	QCd	GSA	OEE	340000	45	81	7	42	0.659	0.92	0.341	0.08	0.768	0.779	0.623
LRRsd	10000	Raw	GSA	OEE	340000	50	90	97	53	0.629	0.481	0.371	0.519	0.545	0.55	0.375
LRRsd	10000	QCd	GSA	OEE	340000	50	75	7	39	0.658	0.915	0.342	0.085	0.765	0.776	0.62
LRRsd	10000	Raw	GSA	OEE	360000	10	102	108	81	0.557	0.486	0.443	0.514	0.519	0.52	0.351
LRRsd	10000	QCd	GSA	OEE	360000	10	85	16	65	0.567	0.842	0.433	0.158	0.677	0.691	0.512
LRRsd	10000	Raw	GSA	OEE	360000	15	102	105	79	0.564	0.493	0.436	0.507	0.526	0.527	0.357
LRRsd	10000	QCd	GSA	OEE	360000	15	85	14	63	0.574	0.859	0.426	0.141	0.688	0.702	0.525
LRRsd	10000	Raw	GSA	OEE	360000	20	102	104	76	0.573	0.495	0.427	0.505	0.531	0.533	0.362
LRRsd	10000	QCd	GSA	OEE	360000	20	85	14	61	0.582	0.859	0.418	0.141	0.694	0.707	0.531
LRRsd	10000	Raw	GSA	OEE	360000	25	99	100	70	0.586	0.497	0.414	0.503	0.538	0.54	0.368
LRRsd	10000	QCd	GSA	OEE	360000	25	83	11	55	0.601	0.883	0.399	0.117	0.716	0.729	0.557
LRRsd	10000	Raw	GSA	OEE	360000	30	97	92	61	0.614	0.513	0.386	0.487	0.559	0.561	0.388
LRRsd	10000	QCd	GSA	OEE	360000	30	82	10	47	0.636	0.891	0.364	0.109	0.742	0.753	0.59
LRRsd	10000	Raw	GSA	OEE	360000	35	96	92	60	0.615	0.511	0.385	0.489	0.558	0.561	0.387
LRRsd	10000	QCd	GSA	OEE	360000	35	81	10	46	0.638	0.89	0.362	0.11	0.743	0.753	0.591
LRRsd	10000	Raw	GSA	OEE	360000	40	95	89	55	0.633	0.516	0.367	0.484	0.569	0.572	0.397
LRRsd	10000	QCd	GSA	OEE	360000	40	80	7	42	0.656	0.92	0.344	0.08	0.766	0.777	0.62
LRRsd	10000	Raw	GSA	OEE	360000	45	92	88	52	0.639	0.511	0.361	0.489	0.568	0.571	0.397
LRRsd	10000	QCd	GSA	OEE	360000	45	77	6	39	0.664	0.928	0.336	0.072	0.774	0.785	0.631
LRRsd	10000	Raw	GSA	OEE	360000	50	87	86	49	0.64	0.503	0.36	0.497	0.563	0.567	0.392
LRRsd	10000	QCd	GSA	OEE	360000	50	72	6	36	0.667	0.923	0.333	0.077	0.774	0.784	0.632
LRRsd	10000	Raw	GSA	OEE	380000	10	93	22	57	0.62	0.809	0.38	0.191	0.702	0.708	0.541
LRRsd	10000	QCd	GSA	OEE	380000	10	76	15	55	0.58	0.835	0.42	0.165	0.685	0.696	0.521
LRRsd	10000	Raw	GSA	OEE	380000	15	93	20	56	0.624	0.823	0.376	0.177	0.71	0.717	0.55
LRRsd	10000	QCd	GSA	OEE	380000	15	76	14	54	0.585	0.844	0.415	0.156	0.691	0.703	0.528
LRRsd	10000	Raw	GSA	OEE	380000	20	93	19	53	0.637	0.83	0.363	0.17	0.721	0.727	0.564
LRRsd	10000	QCd	GSA	OEE	380000	20	76	14	52	0.594	0.844	0.406	0.156	0.697	0.708	0.535
LRRsd	10000	Raw	GSA	OEE	380000	25	90	15	47	0.657	0.857	0.343	0.143	0.744	0.75	0.592
LRRsd	10000	QCd	GSA	OEE	380000	25	74	11	46	0.617	0.871	0.383	0.129	0.722	0.733	0.565
LRRsd	10000	Raw	GSA	OEE	380000	30	89	10	39	0.695	0.899	0.305	0.101	0.784	0.791	0.645
LRRsd	10000	QCd	GSA	OEE	380000	30	74	9	37	0.667	0.892	0.333	0.108	0.763	0.771	0.617
LRRsd	10000	Raw	GSA	OEE	380000	35	88	10	39	0.693	0.898	0.307	0.102	0.782	0.789	0.642
LRRsd	10000	QCd	GSA	OEE	380000	35	73	9	37	0.664	0.89	0.336	0.11	0.76	0.769	0.613
LRRsd	10000	Raw	GSA	OEE	380000	40	87	8	37	0.702	0.916	0.298	0.084	0.795	0.802	0.659
LRRsd	10000	QCd	GSA	OEE	380000	40	72	7	35	0.673	0.911	0.327	0.089	0.774	0.783	0.632
LRRsd	10000	Raw	GSA	OEE	380000	45	84	7	34	0.712	0.923	0.288	0.077	0.804	0.811	0.672
LRRsd	10000	QCd	GSA	OEE	380000	45	69	6	32	0.683	0.92	0.317	0.08	0.784	0.793	0.645
LRRsd	10000	Raw	GSA	OEE	380000	50	83	7	33	0.716	0.922	0.284	0.078	0.806	0.812	0.675
LRRsd	10000	QCd	GSA	OEE	380000	50	68	6	31	0.687	0.919	0.313	0.081	0.786	0.794	0.648
LRRsd	10000	Raw	GSA	OEE	400000	10	84	20	45	0.651	0.808	0.349	0.192	0.721	0.725	0.564
LRRsd	10000	QCd	GSA	OEE	400000	10	67	13	44	0.604	0.838	0.396	0.162	0.702	0.711	0.54
LRRsd	10000	Raw	GSA	OEE	400000	15	84	18	44	0.656	0.824	0.344	0.176	0.73	0.735	0.575
LRRsd	10000	QCd	GSA	OEE	400000	15	67	12	43	0.609	0.848	0.391	0.152	0.709	0.719	0.549
LRRsd	10000	Raw	GSA	OEE	400000	20	84	17	42	0.667	0.832	0.333	0.168	0.74	0.745	0.587
LRRsd	10000	QCd	GSA	OEE	400000	20	67	12	42	0.615	0.848	0.385	0.152	0.713	0.722	0.554
LRRsd	10000	Raw	GSA	OEE	400000	25	81	13	36	0.692	0.862	0.308	0.138	0.768	0.772	0.623
LRRsd	10000	QCd	GSA	OEE	400000	25	65	9	36	0.644	0.878	0.356	0.122	0.743	0.752	0.591
LRRsd	10000	Raw	GSA	OEE	400000	30	80	9	30	0.727	0.899	0.273	0.101	0.804	0.809	0.672
LRRsd	10000	QCd	GSA	OEE	400000	30	65	8	29	0.691	0.89	0.309	0.11	0.778	0.785	0.637
LRRsd	10000	Raw	GSA	OEE	400000	35	79	9	30	0.725	0.898	0.275	0.102	0.802	0.807	0.669
LRRsd	10000	QCd	GSA	OEE	400000	35	64	8	29	0.688	0.889	0.312	0.111	0.776	0.782	0.634
LRRsd	10000	Raw	GSA	OEE	400000	40	78	7	28	0.736	0.918	0.264	0.082	0.817	0.822	0.69
LRRsd	10000	QCd	GSA	OEE	400000	40	63	6	27	0.7	0.913	0.3	0.087	0.792	0.799	0.656
LRRsd	10000	Raw	GSA	OEE	400000	45	75	6	25	0.75	0.926	0.25	0.074	0.829	0.833	0.708
LRRsd	10000	QCd	GSA	OEE	400000	45	60	5	24	0.714	0.923	0.286	0.077	0.805	0.812	0.674
LRRsd	10000	Raw	GSA	OEE	400000	50	75	6	24	0.758	0.926	0.242	0.074	0.833	0.838	0.714
LRRsd	10000	QCd	GSA	OEE	400000	50	60	5	23	0.723	0.923	0.277	0.077	0.811	0.817	0.682
LRRsd	10000	Raw	GSA	OEE	420000	10	69	16	32	0.683	0.812	0.317	0.188	0.742	0.745	0.59
LRRsd	10000	QCd	GSA	OEE	420000	10	55	8	31	0.64	0.873	0.36	0.127	0.738	0.747	0.585
LRRsd	10000	Raw	GSA	OEE	420000	15	69	15	32	0.683	0.821	0.317	0.179	0.746	0.749	0.595
LRRsd	10000	QCd	GSA	OEE	420000	15	55	8	31	0.64	0.873	0.36	0.127	0.738	0.747	0.585
LRRsd	10000	Raw	GSA	OEE	420000	20	69	14	31	0.69	0.831	0.31	0.169	0.754	0.757	0.605
LRRsd	10000	QCd	GSA	OEE	420000	20	55	8	30	0.647	0.873	0.353	0.127	0.743	0.752	0.591
LRRsd	10000	Raw	GSA	OEE	420000	25	67	11	30	0.691	0.859	0.309	0.141	0.766	0.77	0.62
LRRsd	10000	QCd	GSA	OEE	420000	25	53	6	30	0.639	0.898	0.361	0.102	0.746	0.757	0.596
LRRsd	10000	Raw	GSA	OEE	420000	30	67	7	25	0.728	0.905	0.272	0.095	0.807	0.812	0.677
LRRsd	10000	QCd	GSA	OEE	420000	30	53	5	25	0.679	0.914	0.321	0.086	0.779	0.788	0.639
LRRsd	10000	Raw	GSA	OEE	420000	35	66	7	25	0.725	0.904	0.275	0.096	0.805	0.81	0.673
LRRsd	10000	QCd	GSA	OEE	420000	35	52	5	25	0.675	0.912	0.325	0.088	0.776	0.785	0.634
LRRsd	10000	Raw	GSA	OEE	420000	40	66	6	22	0.75	0.917	0.25	0.083	0.825	0.829	0.702
LRRsd	10000	QCd	GSA	OEE	420000	40	52	4	22	0.703	0.929	0.297	0.071	0.8	0.808	0.667
LRRsd	10000	Raw	GSA	OEE	420000	45	63	5	19	0.768	0.926	0.232	0.074	0.84	0.844	0.724
LRRsd	10000	QCd	GSA	OEE	420000	45	49	3	19	0.721	0.942	0.279	0.058	0.817	0.824	0.69
LRRsd	10000	Raw	GSA	OEE	420000	50	63	5	18	0.778	0.926	0.222	0.074	0.846	0.849	0.733
LRRsd	10000	QCd	GSA	OEE	420000	50	49	3	18	0.731	0.942	0.269	0.058	0.824	0.83	0.7
LRRsd	10000	Raw	GSA	OEE	440000	10	64	11	27	0.703	0.853	0.297	0.147	0.771	0.775	0.627
LRRsd	10000	QCd	GSA	OEE	440000	10	50	4	27	0.649	0.926	0.351	0.074	0.763	0.775	0.617
LRRsd	10000	Raw	GSA	OEE	440000	15	64	10	27	0.703	0.865	0.297	0.135	0.776	0.78	0.634
LRRsd	10000	QCd	GSA	OEE	440000	15	50	4	27	0.649	0.926	0.351	0.074	0.763	0.775	0.617
LRRsd	10000	Raw	GSA	OEE	440000	20	64	9	26	0.711	0.877	0.289	0.123	0.785	0.79	0.646
LRRsd	10000	QCd	GSA	OEE	440000	20	50	4	26	0.658	0.926	0.342	0.074	0.769	0.78	0.625
LRRsd	10000	Raw	GSA	OEE	440000	25	63	6	25	0.716	0.913	0.284	0.087	0.803	0.808	0.67
LRRsd	10000	QCd	GSA	OEE	440000	25	49	2	26	0.653	0.961	0.347	0.039	0.778	0.792	0.636
LRRsd	10000	Raw	GSA	OEE	440000	30	63	3	20	0.759	0.955	0.241	0.045	0.846	0.851	0.733
LRRsd	10000	QCd	GSA	OEE	440000	30	49	2	21	0.7	0.961	0.3	0.039	0.81	0.82	0.681
LRRsd	10000	Raw	GSA	OEE	440000	35	62	3	20	0.756	0.954	0.244	0.046	0.844	0.849	0.729
LRRsd	10000	QCd	GSA	OEE	440000	35	48	2	21	0.696	0.96	0.304	0.04	0.807	0.817	0.676
LRRsd	10000	Raw	GSA	OEE	440000	40	62	2	17	0.785	0.969	0.215	0.031	0.867	0.872	0.765
LRRsd	10000	QCd	GSA	OEE	440000	40	48	1	18	0.727	0.98	0.273	0.02	0.835	0.844	0.716
LRRsd	10000	Raw	GSA	OEE	440000	45	60	1	14	0.811	0.984	0.189	0.016	0.889	0.893	0.8
LRRsd	10000	QCd	GSA	OEE	440000	45	46	0	15	0.754	1	0.246	0	0.86	0.868	0.754
LRRsd	10000	Raw	GSA	OEE	440000	50	60	1	14	0.811	0.984	0.189	0.016	0.889	0.893	0.8
LRRsd	10000	QCd	GSA	OEE	440000	50	46	0	15	0.754	1	0.246	0	0.86	0.868	0.754
LRRsd	10000	Raw	GSA	OEE	460000	10	60	10	21	0.741	0.857	0.259	0.143	0.795	0.797	0.659
LRRsd	10000	QCd	GSA	OEE	460000	10	46	4	24	0.657	0.92	0.343	0.08	0.767	0.778	0.622
LRRsd	10000	Raw	GSA	OEE	460000	15	60	9	21	0.741	0.87	0.259	0.13	0.8	0.803	0.667
LRRsd	10000	QCd	GSA	OEE	460000	15	46	4	24	0.657	0.92	0.343	0.08	0.767	0.778	0.622
LRRsd	10000	Raw	GSA	OEE	460000	20	60	8	20	0.75	0.882	0.25	0.118	0.811	0.813	0.682
LRRsd	10000	QCd	GSA	OEE	460000	20	46	4	23	0.667	0.92	0.333	0.08	0.773	0.783	0.63
LRRsd	10000	Raw	GSA	OEE	460000	25	59	6	20	0.747	0.908	0.253	0.092	0.819	0.823	0.694
LRRsd	10000	QCd	GSA	OEE	460000	25	45	3	24	0.652	0.938	0.348	0.062	0.769	0.782	0.625
LRRsd	10000	Raw	GSA	OEE	460000	30	59	3	15	0.797	0.952	0.203	0.048	0.868	0.871	0.766
LRRsd	10000	QCd	GSA	OEE	460000	30	45	3	19	0.703	0.938	0.297	0.062	0.804	0.812	0.672
LRRsd	10000	Raw	GSA	OEE	460000	35	59	2	13	0.819	0.967	0.181	0.033	0.887	0.89	0.797
LRRsd	10000	QCd	GSA	OEE	460000	35	45	2	17	0.726	0.957	0.274	0.043	0.826	0.834	0.703
LRRsd	10000	Raw	GSA	OEE	460000	40	59	1	10	0.855	0.983	0.145	0.017	0.915	0.917	0.843
LRRsd	10000	QCd	GSA	OEE	460000	40	45	1	14	0.763	0.978	0.237	0.022	0.857	0.864	0.75
LRRsd	10000	Raw	GSA	OEE	460000	45	57	0	8	0.877	1	0.123	0	0.934	0.936	0.877
LRRsd	10000	QCd	GSA	OEE	460000	45	43	0	12	0.782	1	0.218	0	0.878	0.884	0.782
LRRsd	10000	Raw	GSA	OEE	460000	50	57	0	8	0.877	1	0.123	0	0.934	0.936	0.877
LRRsd	10000	QCd	GSA	OEE	460000	50	43	0	12	0.782	1	0.218	0	0.878	0.884	0.782
LRRsd	10000	Raw	GSA	OEE	480000	10	55	8	19	0.743	0.873	0.257	0.127	0.803	0.806	0.671
LRRsd	10000	QCd	GSA	OEE	480000	10	43	2	22	0.662	0.956	0.338	0.044	0.782	0.795	0.642
LRRsd	10000	Raw	GSA	OEE	480000	15	55	7	19	0.743	0.887	0.257	0.113	0.809	0.812	0.679
LRRsd	10000	QCd	GSA	OEE	480000	15	43	2	22	0.662	0.956	0.338	0.044	0.782	0.795	0.642
LRRsd	10000	Raw	GSA	OEE	480000	20	55	6	18	0.753	0.902	0.247	0.098	0.821	0.824	0.696
LRRsd	10000	QCd	GSA	OEE	480000	20	43	2	21	0.672	0.956	0.328	0.044	0.789	0.801	0.652
LRRsd	10000	Raw	GSA	OEE	480000	25	54	5	18	0.75	0.915	0.25	0.085	0.824	0.829	0.701
LRRsd	10000	QCd	GSA	OEE	480000	25	42	2	22	0.656	0.955	0.344	0.045	0.778	0.791	0.636
LRRsd	10000	Raw	GSA	OEE	480000	30	54	2	13	0.806	0.964	0.194	0.036	0.878	0.882	0.783
LRRsd	10000	QCd	GSA	OEE	480000	30	42	2	17	0.712	0.955	0.288	0.045	0.816	0.824	0.689
LRRsd	10000	Raw	GSA	OEE	480000	35	54	1	11	0.831	0.982	0.169	0.018	0.9	0.903	0.818
LRRsd	10000	QCd	GSA	OEE	480000	35	42	1	15	0.737	0.977	0.263	0.023	0.84	0.848	0.724
LRRsd	10000	Raw	GSA	OEE	480000	40	54	1	10	0.844	0.982	0.156	0.018	0.908	0.91	0.831
LRRsd	10000	QCd	GSA	OEE	480000	40	42	1	14	0.75	0.977	0.25	0.023	0.848	0.856	0.737
LRRsd	10000	Raw	GSA	OEE	480000	45	52	0	8	0.867	1	0.133	0	0.929	0.931	0.867
LRRsd	10000	QCd	GSA	OEE	480000	45	40	0	12	0.769	1	0.231	0	0.87	0.877	0.769
LRRsd	10000	Raw	GSA	OEE	480000	50	52	0	8	0.867	1	0.133	0	0.929	0.931	0.867
LRRsd	10000	QCd	GSA	OEE	480000	50	40	0	12	0.769	1	0.231	0	0.87	0.877	0.769
LRRsd	10000	Raw	GSA	OEE	500000	10	48	7	13	0.787	0.873	0.213	0.127	0.828	0.829	0.706
LRRsd	10000	QCd	GSA	OEE	500000	10	38	1	15	0.717	0.974	0.283	0.026	0.826	0.836	0.704
LRRsd	10000	Raw	GSA	OEE	500000	15	48	6	13	0.787	0.889	0.213	0.111	0.835	0.836	0.716
LRRsd	10000	QCd	GSA	OEE	500000	15	38	1	15	0.717	0.974	0.283	0.026	0.826	0.836	0.704
LRRsd	10000	Raw	GSA	OEE	500000	20	48	5	12	0.8	0.906	0.2	0.094	0.85	0.851	0.738
LRRsd	10000	QCd	GSA	OEE	500000	20	38	1	14	0.731	0.974	0.269	0.026	0.835	0.844	0.717
LRRsd	10000	Raw	GSA	OEE	500000	25	47	4	12	0.797	0.922	0.203	0.078	0.855	0.857	0.746
LRRsd	10000	QCd	GSA	OEE	500000	25	37	1	15	0.712	0.974	0.288	0.026	0.822	0.832	0.698
LRRsd	10000	Raw	GSA	OEE	500000	30	47	1	7	0.87	0.979	0.13	0.021	0.922	0.923	0.855
LRRsd	10000	QCd	GSA	OEE	500000	30	37	1	10	0.787	0.974	0.213	0.026	0.871	0.876	0.771
LRRsd	10000	Raw	GSA	OEE	500000	35	47	1	7	0.87	0.979	0.13	0.021	0.922	0.923	0.855
LRRsd	10000	QCd	GSA	OEE	500000	35	37	1	10	0.787	0.974	0.213	0.026	0.871	0.876	0.771
LRRsd	10000	Raw	GSA	OEE	500000	40	47	1	6	0.887	0.979	0.113	0.021	0.931	0.932	0.87
LRRsd	10000	QCd	GSA	OEE	500000	40	37	1	9	0.804	0.974	0.196	0.026	0.881	0.885	0.787
LRRsd	10000	Raw	GSA	OEE	500000	45	45	0	4	0.918	1	0.082	0	0.957	0.958	0.918
LRRsd	10000	QCd	GSA	OEE	500000	45	35	0	7	0.833	1	0.167	0	0.909	0.913	0.833
LRRsd	10000	Raw	GSA	OEE	500000	50	45	0	4	0.918	1	0.082	0	0.957	0.958	0.918
LRRsd	10000	QCd	GSA	OEE	500000	50	35	0	7	0.833	1	0.167	0	0.909	0.913	0.833
